aaab 昌明
oueqk 使出渾身解數
ouetb 飽滿
ouete 無兄盜嫂
oueub 伐毛洗髓
ouewy 肉山酒海
oufba 飽嘗
oufqq 岳岳犖犖
ougcu 倦尾赤色
ougjh 佶屈聱牙
ougpb 氣充志驕
ougyu 仙境
ouhbd 飽學
ouhbs 俯首稱臣
ouhdr 飽和
ouhep 內視反聽
ouhik 含苞待放
ouhjr 饒舌
ouhmv 低眉垂眼
ouhpv 焦眉愁眼
ouhre 飽和度
ouhrg 仙后座
ouhrr 飽和點
ouifi 人自為戰
ouifk 人自為政
ouilm 知覺神經
ouior 他山之石
ouirp 倦怠
ouisk 坐觀成敗
ouisk 坐視成敗
oujad 傍觀者審，當局者迷
oujce 含齒戴發
oujcr 倦容
oujfs 傾抱寫誠
oujk 岳丈
oujmm 年紀輕輕
oujmo 岳家
oujmo 仙家
oujmw 饒富
oujvd 傲視寰宇
oukli 無毛大蟲
oukoa 佈道大會
oulcv 低眉順眼
oulrj 俯首帖耳
oulrj 俛首帖耳
oumbb 矯尾厲角
oumbf 侃侃而談
oumbu 側目而視
oumer 仙山瓊閣
oumfc 無孔不鑽
oumfi 無幽不燭
oumfo 無孔不入
oummu 假眉三道
oumrk 劍首一吷
oumrq 餓虎吞羊
oumrr 岳岳磊磊
oumyp 低首下心
ounbr 入境隨俗
ound 仙子
ounhv 岳陽樓
ounii 倔強
ounjj 俯首弭耳
ounlh 岳陽
ounoo 岳飛
ounou 倒魨孩兒
ounvv 假虎張威
ouo 饒人
ouo 仙人
ouobe 人見人愛
ouocy 倒山傾海
ouoey 人山人海
ouofk 無親無故
ouofq 仙人掌
ouofs 無相無作
ouogb 佳兒佳婦
ouogf 仙鶴
ouogj 僥倖
ouoif 仰觀俯察
ouoih 俐齒伶牙
ouoiv 飽食
ouolu 仰首伸眉
ouoml 饒命
ouomr 飽合
ouons 傾箱倒篋
ouooe 飯蔬飲水
ouopc 付出代價
ouopy 每況愈下
ouore 知己知彼
ouoro 仙人跳
ouorr 仙侶
ouose 依山傍水
oupbh 供電情形
oupev 焦眉皺眼
oupmd 食色性也
ouqbb 侔色揣稱
ouqeq 伸出援手
ouqkb 伐毛換髓
ouqoq 餓虎撲羊
ouqov 餓虎撲食
ourig 食毛踐土
ourij 俯首戢耳
ouriu 兵凶戰危
ouryo 飽足
ousem 含霜履雪
ouser 偷媚取容
ousfu 兵荒馬亂
ousfu 人荒馬亂
ousfu 兵慌馬亂
ousqb 領先群倫
ousqb 傲視群倫
ousqg 傲視群雄
ousso 劍號巨闕
ousvl 仰首長嘶
ouswb 住院醫師
outaj 仙草
outcr 無出其右
outia 短見薄識
outji 仙草蜜
outms 倦勤
outro 焦眉苦臉
outun 坐山觀虎鬥
outvd 仙藥
outxn 依循舊制
ouv 仙女
ouvhl 仙鄉
ouvid 仙樂
ouvjr 仙姑
ouvku 乍毛變色
ouvrp 饒恕
ouvru 令出如山
ouwol 仙界
ouwyi 岳母
ouyev 飽餐
ouygi 人道主義
ouykd 傳記文學
ouypy 俯首認罪
ouyql 仙逝
ouyss 侃侃諤諤
ouytg 仙童
ouyvf 傳龜襲紫
ouyvw 全省巡迴
ouyyd 倦遊
ovaev 飽食暖衣
ovamg 食量
ovarf 依照
ovbcl 矮腳
ovbfq 矮胖
ovbkf 依然
ovbmc 食具
ovbq 食用
ovbqf 食用魚
ovbqw 食用油
ovbrb 無限同情
ovcop 食慾
ovdce 依賴度
ovdcm 依賴性
ovdgi 矮樹
ovdib 仲裁機構
ovdlc 依賴
ovdte 依樣
ovdue 傾囊相授
ovduu 佛眼相看
ove 氨水
ovegi 依法
ovelw 食油
ovevo 饑餐渴飲
ovewn 飯囊酒甕
ovf 矮小
ovfbg 食堂
ovfbg 食火雞
ovfd 食米
ovfdg 食糧
ovfdj 食料
ovfdr 食糖
ovfo 人緣
ovgjl 氣竭聲嘶
ovgjl 氣竭聲澌
ovgur 飲食起居
ovhcn 作浪興風
ovhdb 依稀
ovhgy 依靠
ovhhg 人亡物在
ovhhj 食物鏈
ovhia 佐饔得嘗
ovhiv 你儂我儂
ovhjr 食管
ovhk 人妖
ovhmb 依歸
ovhmp 休養生息
ovhno 肉眼凡夫
ovhnr 肉眼凡胎
ovhnt 鶴長鳧短
ovhoo 依從
ovhou 依循
ovhqh 食物
ovhqh 依物
ovhrq 乞哀告憐
ovhsh 肉食動物
ovhxv 袋鼠
ovifp 依憑
ovifs 侜張為幻
ovinn 依序
oviob 無妄之禍
ovioe 無妄之憂
ovioe 無根之木，無源之水
oviof 無妄之災
oviom 無衣之賦
ovium 代越庖俎
ovjac 食宿費
ovjal 肉食者鄙
ovjhr 食客
ovjju 伴食宰相
ovjme 倭寇
ovjoa 食宿
ovjoe 人亡家破
ovjpq 飽饗老拳
ovkde 依存度
ovkdm 依存性
ovkkf 食療
ovkld 依存
ovkno 保安大隊
ovkoa 代表大會
ovkuj 作姦犯科
ovlik 食蟻獸
ovlla 伴食中書
ovlnu 無遠弗屆
ovmby 飲恨而終
ovmfg 短褐不全
ovmfr 依依不捨
ovmfu 坐懷不亂
ovmfu 無遠不屆
ovmfu 短褐不完
ovmic 仙姿玉質
ovmkp 人亡政息
ovmmi 伸張正義
ovmmo 依次
ovmpc 飽餐一頓
ovmrj 飲恨吞聲
ovnd 矮子
ovnd 袋子
ovnli 依附
ovntn 矮凳
ovo 矮人
ovobf 矮人祭
ovofb 無根無蒂
ovofk 貪婪無厭
ovofk 貪猥無厭
ovofy 無依無靠
ovoiv 餵食
ovojk 依仗
ovonp 佛眼佛心
ovoou 仙姿佚貌
ovoqa 化裝舞會
ovoqq 食俸
ovorc 便衣人員
ovosw 作威作福
ovowg 僂儸
ovowv 依偎
ovoyk 食人族
ovoys 依傍
ovoyv 依依
ovqko 合眼摸象
ovqlj 人亡邦瘁
ovqpa 食指
ovqyo 依據
ovrau 食邑
ovrrb 食品商
ovrrr 食品
ovrrr 食品店
ovsmg 矮屋
ovswt 食鹽
ovtcg 氨基
ovtcx 合衷共濟
ovtge 氨基酸
ovtkv 侈衣美食
ovtov 餵養
ovtox 依舊
ovtrf 保安警察
ovtrf 便衣警察
ovujm 坐食山空
ovvek 無限級數
ovvfi 依約
ovvfp 依戀
ovvfr 餵給
ovvmk 袋狀
ovvmw 矮牆
ovvns 餵奶
ovvoy 飲恨以終
ovvya 飽食終日
ovwff 傷痕累累
ovwpu 肉眼愚眉
ovwsv 飲食男女
ovycv 人要衣裝佛要金裝
ovyha 年衰歲暮
ovykd 傷痕文學
ovylo 雙棲部隊
ovymr 食言
ovyra 食譜
ovyrp 依託
ovytu 食道
ovyuu 食道癌
ovyva 仍陋襲簡
ovyvd 飯囊衣架
owaod 備四時之氣
owarr 入國問俗
owbbt 個體
owbgq 鶴困雞群
owbkp 無面目見江東父老
owbts 個體戶
owcvn 儲蓄銀行
owdn 入夥
owdop 人面桃花
owdq 入圍
owebe 無福消受
oweup 借酒澆愁
owhdm 佃租
owhns 智圓行方
owhps 坐困愁城
owhs 佃戶
owhxu 個兒
owifd 倒因為果
owjbk 仰面朝天
owjnd 傳播事業
owjvd 個案
owkrp 人面狗心
owksi 年富力強
owlvk 個數
owmej 禽困覆車
owmkg 傀儡政權
owmkq 側面攻擊
owmkq 全面攻擊
ownd 個子
ownlv 借面弔喪
owo 個人
owocs 傾國傾城
owohh 領袖人物
owomk 什圍伍攻
owomn 個例
owont 氤氳
owoyt 個位
owphm 個性
owpmp 個性化
owptk 飽練世故
owpuh 側面包抄
owqau 個把
owqmq 拿袖揎拳
owqub 個把月
owrid 全面戰爭
owrjt 傳播單位
owrju 每個單元
owrkp 人面獸心
owrsn 個別
owseb 全面取締
owsed 飲酒取樂
owsfo 人困馬乏
owskc 全面改選
owstv 個展
owsva 停留長智
owtjr 矯國革俗
owtla 似蘭斯馨
owtwv 佃農
owvra 集團結婚
owvvn 借酒裝瘋
owwfg 使酒罵坐
owwfg 使酒罵座
owykh 饑凍交切
oxerj 修齊治平
oxhne 修舊利廢
oxlyj 儕輩
oxofl 無舊無新
oxoit 餡餅
oxopd 愈陷愈深
oxyyn 無濟於事
oya 每日
oyanu 每晚
oyatj 無罪開釋
oyb 每月
oybbt 俳體
oyccr 倒掛金鉤
oydfb 人非木石孰能無情
oydj 仉.督.子車
oydmr 人非木石
oyfai 每小時
oyfbw 每當
oyfd 入迷
oyg 入主
oyhan 無下箸處
oyhdd 每季
oyhgr 卸下重擔
oyhho 人非物是
oyhmm 倒海翻江
oyhr 人造
oyhth 入海算沙
oyiop 化外之民
oyjsc 年終考績
oyjyr 敏於事而慎於言
oyk 人文
oykbk 人外有人天外有天
oykok 內外夾攻
oykoq 內外夾擊
oymhh 集於一身
oymk 每天
oymko 無毒不丈夫
oymme 無冬歷夏
oymmo 每次
oymvi 侮辱
oynlb 每隔
oynlp 伐罪弔民
oyo 每人
oyofe 無冬無夏
oyofi 鄶下無譏
oyofo 無掛無礙
oyok 入夜
oyome 俳優
oyomn 仆倒
oyopu 每下愈況
oyoq 每年
oyowr 每個
oyowy 每每
oyoyt 每位
oypae 侮慢
oypr 俳句
oyqsw 飾非拒諫
oyqub 飾非掩過
oyrb 人造雨
oyrbo 伐罪吊人
oyrc 入選
oyrc 人選
oyrf 人造絲
oyrin 人海戰術
oyrp 人造花
oyrt 人證
oysfb 人非聖賢誰能無過
oytaf 知疼著熱
oytap 今非昔比
oytav 知疼著癢
oytcb 儗非其倫
oytcg 內外並重
oytfq 代罪羔羊
oyti 入戲
oytjd 人非草木
oytu 入道
oytu 人道
oytvb 飾非養過
oytvv 人海茫茫
oytwi 侮蔑
oyvkc 年終獎金
oywr 每回
oyyhj 每逢
oyyka 飢寒交迫
oyyka 內外交迫
oyykb 飾非文過
oyykd 俗下文字
oyyke 偷寒送暖
oyykg 饑寒交至
oyykh 饑寒交切
oyykk 饑寒交湊
oyykw 內外交困
oyyob 飾非遂過
paa 旬日
paamo 皆是
paamo 怕是
pabrd 怕臊
padcb 慘遭橫禍
pagif 怕熱
pagoe 旨趣
pahir 懷著鬼胎
pahm 七星
pahoq 惜指失掌
pahqh 惜物
pahqt 心織筆耕
paifh 惟日為歲
paifw 惜福
paimi 怕冷
paiob 憐惜之情
pajbm 皆宜
pajln 怕事
pajnd 惜字
pakmr 包諸左石
pamfo 惟日不足
pamjn 旬刊
pammp 憎惡
pamnp 怕死
pamnr 皆可
pamu 七星山
panli 惜陰
pao 怕人
paoab 情緒智商
paogr 惜售
paokr 皆知
paoq 旬年
papai 憐香惜玉
papav 憎恨
paqjh 勻脂抹粉
parf 心照
parna 惜別會
parsn 惜別
pasg 七曜
patqg 怕羞
pavrc 心緒如麻
paybv 情緒高漲
paytp 旨意
pb 七月
pbah 心腸
pbayf 情景
pbbbb 情同骨肉
pbbbe 情愛
pbbe 心愛
pbbkf 惝然
pbbkf 惆然
pbbkf 惘然
pbbkf 悄然
pbbvu 心明眼亮
pbchr 七嘴八舌
pbckb 七病八痛
pbcmj 七滿八平
pbcnv 七嘴八張
pbcom 七高八低
pbcon 七病八倒
pbcop 情慾
pbcop 七窩八代
pbcro 情欲
pbcsh 情分
pbctc 七青八黃
pbdh 七彩
pben 心腹事
pbeno 性向測驗
pbeoy 情海
pberu 情況
pbgah 情場
pbgec 情報員
pbgej 悄聲
pbges 情報局
pbgis 情勢
pbgje 情報
pbgoe 情趣
pbgyu 情境
pbhal 情節
pbhgo 心嚮往之
pbhlp 心有所感
pbhn 心肌
pbhul 悔過自新
pbiil 情郎
pbiob 切膚之痛
pbipp 情態
pbirp 情感
pbism 懶惰成性
pbjcc 情竇
pbjln 情事
pbjnu 情隨事遷
pbkig 情有獨鍾
pblga 情書
pblk 情史
pblo 性情中人
pblw 情由
pbmen 慘雨酸風
pbmfc 情願
pbmfe 怙過不悛
pbmfo 心滿原足
pbmfv 惴惴不安
pbmgg 情理
pbmgi 情理法
pbmgm 怡情理性
pbmj 心肝
pbmnp 惴恐
pbmrb 心有靈犀一點通
pbmrf 情有可原
pbmro 情歌
pbmth 情形
pbmwl 情面
pbnbg 比肩隨踵
pbnbt 恍同隔世
pbnmm 懦弱
pbnmp 情急
pbo 情人
pboch 情份
pbodd 心有餘悸
pbodk 心高氣傲
pboe 心腹
pbofg 比肩係踵
pbofo 心有餘而力不足
pbohl 情人節
pboik 匍伏
pborr 情侶
pbpav 怕痛怕癢
pbpbg 怖懼
pbpbi 悄悄的
pbpbr 悄悄話
pbpdc 慵懶
pbpfb 悄悄
pbpgi 情怯
pbpgm 惟精惟一
pbphm 惰性
pbpkr 快嘴快舌
pbpmd 惴慄
pbpmw 匍匐
pbppm 忽高忽低
pbpqf 情愫
pbpsv 惆悵
pbpu 心胸
pbpum 怡情悅性
pbpvo 七擒七縱
pbpyv 情懷
pbqmf 情素
pbqo 懦夫
pbqo 情夫
pbqrd 情操
pbqro 情同手足
pbqvg 比肩接踵
pbqvu 頓綱振紀
pbrav 恫喝
pbrgc 恫嚇
pbsb 心臟病
pbse 心服
pbsys 顚沛匪虧
pbtgi 情義
pbts 心臟
pbtvm 怡情養性
pbu 心目
pbul 心目中
pbuv 心眼
pbvam 情緒性
pbvap 情緒化
pbvfa 情緒
pbvfb 情網
pbvff 情絲
pbvfo 情緣
pbvfr 情結
pbvig 比肩繼踵
pbvmk 情狀
pbvsb 情婦
pbwmc 比肩疊跡
pbwmg 比肩疊踵
pbyac 情韻
pbybk 情敵
pbycb 情商
pbyco 七情六欲
pbycp 七情六慾
pbydw 心病還須心藥醫
pbyjk 比肩連袂
pbypc 心慵意懶
pbypi 心喬意怯
pbypi 心滿意得
pbypo 心滿意足
pbyrb 情調
pbyrm 情誼
pbyrr 情話
pbytp 情意
pbyun 怪雨盲風
pcagi 頓時
pcbbc 懶骨頭
pcbbu 憒亂
pcbcj 慣賊
pcbcl 頓腳
pcbcu 穎脫
pcbkf 憤然
pcbkf 頓然
pcbkf 怵然
pcbmv 懶腰
pcbq 慣用
pcbre 心殞膽破
pcbrr 心殞膽落
pcbtq 心廣體胖
pccgm 七拱八翹
pccoh 七損八傷
pccon 七顛八倒
pccst 七橫八豎
pcctt 七損八益
pcebp 憤懣
pcehk 憤激
pcemr 潁河
pceqq 懶洋洋
pcfbb 慣常
pcfhs 悔其少作
pcgyv 慣壞
pchaa 心貫白日
pchds 穎秀
pchis 懶得動
pchjg 慎重
pchlq 頓筆
pchmf 懷金垂紫
pchnu 慣行犯
pchoi 懶得
pchok 慎微
pchon 慎行
pcihs 頓成
pcila 心領神會
pciln 心曠神愉
pcilo 心曠神飛
pcilr 心曠神怡
pcilr 心領神悟
pcilr 心曠神恬
pcino 頃之
pciok 刎頸之交
pciov 心頭之恨
pcipg 心頭鹿撞
pcjbj 悔讀南華
pcjcb 慣竊
pcjka 頃者
pcjpu 慎密
pckdv 世貿大樓
pckhi 慎獨
pcknf 七貞九烈
pclht 情竇初開
pclll 穎川
pclp 世貿中心
pcmfe 怙頑不悛
pcmfj 憤憤不平
pcnls 慎防
pco 懶人
pcoeo 比翼雙飛
pcomn 慣例
pcpah 怵惕
pcpap 憐貧惜老
pcpau 憤慨
pcpav 憤恨
pcphm 慣性
pcpkb 懶惰
pcpmr 穎悟
pcpmr 頓悟
pcpsw 愣頭愣腦
pcpt 憤世
pcptp 憐貧恤老
pcpuu 怡顏悅色
pcqdf 懷金拖紫
pcqga 懷黃握白
pcqgp 心頭撞鹿
pcqje 慣技
pcqog 頓挫
pcrsu 頓號
pcryo 頓足
pcsrr 屯積居奇
pctbk 懶散
pcthu 頓首
pcvep 憤怒
pcvfy 慎終
pcvir 慎始
pcwp 慎思
pcwtc 穎異
pcydl 懷寶迷邦
pcymr 慎言
pcyon 頃刻
pcypa 心領意會
pcyph 情真意切
pcypn 心煩意冗
pcypu 心煩意亂
pcypu 心煩慮亂
pcyu 心鏡
pdamo 也是
pdbbu 悖亂
pdbup 心存目想
pdcvb 七子八婿
pddti 懷珠韞玉
pdfub 心地光明
pdgor 世途坎坷
pdhff 心靜自然涼
pdhgs 悸動
pdhio 心馳魏闕
pdift 悖禮
pdilg 心馳神往
pdilt 慢條廝禮
pdipl 慎謀能斷
pdlv 七樓
pdmgg 悖理
pdmhg 情深一往
pdmkb 懷柔政策
pdmmr 必也正名
pdmnr 也可
pdmrr 也未可知
pdmwv 也要
pdnug 慄慄危懼
pdodd 心浮氣躁
pdodd 心浮氣燥
pdodm 心浮氣粗
pdodt 心浮氣盛
pdooy 情深似海
pdovo 也似
pdpbi 性靜情逸
pdpvo 心存懷疑
pdqui 懷珠抱玉
pdtig 情深義重
pdtlg 慢條斯理
pdtlt 慢條斯禮
pdtrv 心地善良
pdup 心想
pdvft 慢條絲禮
pdvi 心機
pdvnd 也好
pdvrc 惜字如金
pdwlp 也罷
pdypg 情深意重
pdypr 情孚意合
pdyrh 悖謬
pdyrj 也許
pdytu 悖逆
peahu 皺眉
peauc 皺眉頭
peauu 皺巴巴
pebff 慢騰騰
pebq 慢用
pebts 恢復體力
peclb 七破八補
pecqr 七支八搭
pedhe 慢板
peeda 七級浮屠
pef 慢火
pefhq 慘綠少年
pefqa 慢半拍
pegi 心法
pegou 皺起
pehgp 心腹重患
pehoi 慢待
pehon 恢復秩序
pehpm 慘綠愁紅
pehss 慢動作
pehue 切腹自殺
peiob 心腹之病
peioe 心腹之憂
peiok 心腹之疾
peiok 心腹之交
peiop 心腹之患
peior 頓腹之言
pejb 心潮
pejju 慢車道
pejog 勾股定理
pejwj 慢車
peklp 心腹大患
pekrp 忽發奇想
pemfk 恢復原狀
pemrr 慢吞吞
pemrr 慢慢吞吞
pemud 恢復元氣
pemvb 勺水一臠
pemyo 慢下來
peonw 世祿侈富
peoqe 恢復健康
peoqj 慘綠年華
pepae 慢慢
pepau 慷慨
pepeo 慢慢來
pephm 慢性
pepmb 慢性病
pepmd 慢性子
pepuu 慷慷慨慨
peqba 恢復青春
peqkr 情投契合
peqsa 皺摺
perbe 心服口服
permu 慢跑
petub 心服首肯
petxu 恢復舊觀
pevfk 皺紋
peybo 恢復過來
peybr 情趣商店
peydl 慢速
peylh 慢步
peymr 情投誼合
peypo 情投意忺
peypr 情投意合
peypr 情投意洽
peyru 慢說
peyvy 七返還丹
pf 心火
pfbag 炰鱉膾鯉
pfbkf 愀然
pfbrc 心驚膽顫
pfbri 心驚膽戰
pfbro 心驚膽跳
pfbrr 心驚膽落
pfbrv 心驚膽裂
pfbry 心驚膽寒
pfcom 憤不欲生
pfdoi 恨不相逢未嫁時
pffff 心焦火燎
pffwh 愧不當初
pffwh 悔不當初
pfhch 憤不顧身
pfhoe 恢復
pfhuf 情不自禁
pfhui 怡然自得
pfhuo 恬然自足
pfhur 怡然自若
pfhuu 忽然看見
pfhuu 情不自已
pfifg 恬不為怪
pfifp 恬不為意
pfilk 心照神交
pfiog 必然之理
pfion 必然之事
pfios 必然之勢
pfipr 心不應口
pfjki 恢宏
pfjnk 慎小事微
pfkbd 恢恢有餘
pfkgf 心不在焉
pfkpr 恍然大悟
pfkrk 快馬加鞭
pflwg 心不由主
pflwp 心不由意
pfmbb 心不兩用
pfmc 心煩
pfmfc 悍然不顧
pfmfm 心照不宣
pfmka 慘無天日
pfmkw 愧不敢當
pfmmb 心無二用
pfmrl 情不可卻
pfni 恢弘
pfobi 心驚肉戰
pfobo 心驚肉跳
pfoff 恬淡無為
pfofj 悄然無聲
pfomg 慘無人理
pforg 恬不知怪
pforg 恬不知羞
pfori 恬不知愧
pforp 恬不知恥
pfosu 愀然作色
pfoyu 慘無人道
pfpbk 心照情交
pfphs 怦然心動
pfpkf 恢恢
pfpmr 憬悟
pfptf 悚然心驚
pfpyj 憔悴
pfqjc 忙不擇價
pfqjr 慌不擇路
pfspa 慘不忍賭
pfspa 慘不忍睹
pfspj 慘不忍聞
pfspr 慘不忍言
pftlt 慢騰斯禮
pftro 悵然若失
pftro 惘然若失
pfvmr 慘淡經營
pfvoe 愧無以報
pfvrf 心焦如焚
pfybo 忙不過來
pfygi 悄然離去
pfymk 慎小謹微
pfyod 忙不迭地
pfypc 心灰意懶
pfypi 心灰意冷
pfypk 心灰意敗
pfysf 心無旁騖
pgags 比權量力
pgbkf 惶然
pgchl 心理分析
pgcmm 七扭八歪
pgcnm 七推八阻
pgdcm 疑懼橫生
pgej 心聲
pgerf 心理治療
pghaf 雛鳥
pghhk 怪笑
pghio 心在魏闕
pghnf 雛鳳
pghnm 心理衛生
pghoi 懂得
pghqh 怪物
pgild 心往神馳
pgimp 惶惑
pgisp 惱羞成怒
pgja 七堵
pgjir 怪哉
pgjln 懂事
pgjln 怪事
pgkb 惟有
pgkbk 心裡有數
pgkhi 惟獨
pgkmb 怪病
pgksj 怪癖
pgm 惟一
pgmfi 怪不得
pgmfv 惶惶不安
pgmgn 怪到
pgmkp 切理厭心
pgmng 雛型
pgmnp 惶恐
pgmnp 惟恐
pgmpg 悚懼恐惶
pgmr 怪石
pgmrh 心堅石穿
pgmri 比屋可封
pgmsb 恨鐵不成鋼
pgmth 雛形
pgmuo 心理現象
pgmvp 切理饜心
pgmya 惶惶不可終日
pgno 心坎
pgnup 怪怨
pgo 怪人
pgoap 切理會心
pgob 懼內
pgonb 忙裡偷閒
pgond 怪傑
pgond 忙裡偷閑
pgosb 心理作用
pgosj 怪僻
pgp 心志
pgpaf 憧憬
pgpd 心地
pgpgd 怪裡怪氣
pgpgf 惶惶然
pgpha 懼怕
pgphg 惶惶
pgpsp 忸怩
pgq 怪手
pgqlh 頓挫抑揚
pgrrk 怪獸
pgspp 包羞忍恥
pgswm 心理醫生
pgtbb 包羅萬有
pgtbo 包羅萬象
pgtbo 心雄萬夫
pgtcn 慎重其事
pgtgr 情理難容
pgtpd 雛菊
pgtvi 情重姜肱
pgvje 雛妓
pgvkp 惱羞變怒
pgvrc 惜墨如金
pgwly 怪罪
pgwtc 怪異
pgybm 懼高症
pgygm 疑難雜症
pgyjn 比屋連甍
pgykr 慳吝
pgyrb 怪論
pgyrf 怪談
pgyrm 怪誕
pgytu 怪道
pgyu 心境
pgyxu 比量齊觀
pgyyo 惶遽
phant 切開
phaoc 切題
phbbb 切骨
phbck 慘敗
phbck 必敗
phbfm 必然性
phbfs 必勝
phbhv 切脈
phbkf 慘然
phbkf 必然
phboe 切腹
phbt 心算
phbt 心血
phbuh 切盼
phceb 七穿八洞
phcei 七步八叉
phcfw 七穿八爛
phcss 慘兮兮
pheff 慘淡
phenr 慘澹
phfbn 切削
phfbw 切當
phgi 切去
phgs 心動
phha 慘白
phhhc 必須
phhir 切切私語
phhjg 慘重
phhnr 切身利害
phhoi 必得
phhop 情場失意
phhxh 切身
phihs 切成
phild 心蕩神馳
phild 心蕩神迷
philr 心蕩神怡
philu 心蕩神搖
phioh 七步之才
phisi 七步成詩
phisj 七步成章
phjcc 切切實實
phjew 切麵
phjlc 快刀斬麻
phjmo 必定
phjni 切割機
phjns 切割成
phjrn 切割
phjuc 快刀斬亂麻
phjuf 快刀斬亂絲
phjvd 慘案
phjwc 切實
phknb 慘痛
phl 切中
phlll 切片
phmbb 必需
phmbr 必需品
phmbs 惕勵
phmfb 懷才不遇
phmnf 慘烈
phmnp 慘死
phmrj 切碎
phmrm 切磋
phmtb 惕厲
phmvm 必要性
phmwl 切面
phmwr 慘酷
phmwv 必要
phmwv 切要
phngc 比物丑類
phnld 切除
pho 切入
phobo 切肉
phoen 比物假事
phohe 慎身修永
phohj 必修科
phoi 心得
phokh 恃才傲物
pholh 必修
phomr 切合
phon 心術
phoq 七律
photb 必備
phpgb 惟妙惟肖
phpgk 怪形怪狀
phphh 切勿
phpu 憐牙悧齒
phqmc 切責
phqnk 切換
phqur 懷才抱器
phqur 懷材抱器
phqyj 切掉
phr 切口
phrmo 慘跌
phrvl 慘叫
phsbh 怙才驕物
phsin 比物屬事
phss 心房
phsup 切忌
phsy 心扉
phtak 切莫
phvch 七彩繽紛
phvfe 切線
phvfr 切結
phvih 情場如戰場
phvil 切斷
phvmi 必將
phvmk 慘狀
phvnn 必必剝剝
phvra 切結書
phwfr 切點
phwln 必罰
phxh 心身
phyhl 切近
phyjc 比物連類
phymu 切齒
phyon 慘劇
phypb 切膚
phyru 切記
phyta 慘遭
piamg 忖量
piaod 心逸日休
pibbe 恃愛
pibse 愧服
pibtq 心寬體胖
picfb 勾銷
picmj 七零八碎
pictr 七零八落
piefb 勾消
pifbw 勾當
pifl 心神
pigah 怯場
pigou 勾起
pihhw 勾留
pihm 心底
pihmm 怯生生
piiem 恃強凌弱
piite 忖度
pikbr 憫時病俗
pikii 惟我獨尊
pikkr 憤時疾俗
pikno 愧疚
pill 勾串
pimtk 忙得不可開交
pinau 愧色
pind 勺子
pinl 勾引
pinmm 怯弱
pioyg 勾住
pipav 愧恨
pipmb 怯懦
pipol 疑鬼疑神
pipp 心態
pippf 忽冷忽熱
pipqa 惜玉憐香
pipql 憐我憐卿
piqev 刨樹搜根
piqji 勾魂攝魄
piqtr 勾搭
pirmi 勾踐
pisje 勾取
pisuo 心儀已久
pitcy 懷璧其罪
pitgi 愧對
pitjs 勾勒
pitno 勾芡
piuu 勾出
pivfr 勾結
piynb 勾通
pjbkf 悍然
pjbkf 怦然
pjbse 懾服
pjcb 心窩
pjck 心竅
pjck 七竅
pjcqf 七葷八素
pjild 心醉神迷
pjiv 心裁
pjjcc 心肝寶貝
pjjdi 句斟字酌
pjjlv 悍妻
pjjo 心軟
pjln 心事
pjmfg 七十二烈士
pjmg 心室
pjmid 心醉魂迷
pjodo 心平氣定
pjodr 心平氣和
pjoip 悼念
pjopa 包辦代替
pjpgd 怪聲怪氣
pjpgj 悻悻
pjpid 怯聲怯氣
pjpjf 悻悻然
pjpmj 怦怦
pjrln 憔悴呻吟
pjty 心寒
pjv 心安
pjvgv 乜斜纏帳
pjvmi 悍將
pjvsb 悍婦
pjyk 悼文
pjytu 忤逆
pjyv 悼亡
pkan 快門
pkarf 快照
pkauf 七竅冒火
pkcbb 快鍋
pkcf 七大八小
pkdhe 快板
pkehr 快活
pkel 七大洲
pkgje 快報
pkgrv 懊喪
pkguo 快起來
pkguo 比較起來
pkhmg 七竅生煙
pkhss 快動作
pkhy 心疼
pkhyg 快艇
pkig 七雄
pkirp 快感
pkjju 快車道
pkjln 快事
pkjwj 快車
pkmb 心病
pkmfd 怏怏不樂
pkmip 七竅玲瓏
pkmok 快攻
pknb 心痛
pko 快人
pkoro 匆促
pkoyr 快信
pkpae 快慢
pkpge 怪模怪樣
pkpht 憫恤
pkpkk 匆匆
pkplk 怏怏
pkpoy 懊悔
pkpvv 匆匆忙忙
pkpvw 懊惱
pkpyv 匆忙
pkq 快手
pkqjo 快捷
pkryb 快嘴
pks 心力
pksip 快慰
pktch 情文並茂
pktoo 怕硬欺軟
pktor 皆大歡喜
pktv 心癢
pkvdd 快快樂樂
pkvid 快樂
pkvnb 快婿
pkwfr 快點
pkydl 快速
pkyev 快餐
pkyhu 快遞
pkykd 比較文學
pkylh 快步
pkytp 快意
pkyyo 匆遽
pl 心中
plait 切中時弊
plaoo 惟命是從
plaop 惟命是聽
platk 性命關天
plbkf 悚然
plbui 疑神見鬼
plccl 七爺八爺
plcof 惟所欲為
plcq 七郤八手
plcq 七腳八手
plcqr 七折八扣
plcvc 七斷八續
pldja 世界末日
pldov 悅近來遠
plebu 世界潮流
plgeq 懽忻鼓舞
plhgo 心鄉往之
plhiw 切近的當
plhlp 世界貿易中心
plhma 世界貿易組織
pljdp 句櫛字比
plkba 忙中有錯
plkbk 心中有數
plkbo 忙中有失
plkbr 世界大同
plkri 世界大戰
plmbr 比鄰而居
plmfn 心神不寧
plmfo 心神不定
plmfv 怔忡不安
plmkx 憐新厭舊
plnau 慚色
plpav 慚恨
plpbg 悚懼
plphi 慚愧
plpjs 憔神悴力
